Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,hasGarage,hasBasement,has2ndFlr,hasWoodDeck,hasOpenPorch
215,60,RL,4.2633832685897595,9.296609807128359,Pave,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,378,0,311,689,GasA,Ex,Y,6.536691597591305,703,7.239214973779806,0,1,1,3,0.6931471805599453,TA,6,Typ,0,1,299,Y,0,36,0,3,2010,WD,Normal,11.993807212363148,1,1,0,1,0
216,20,RL,4.290459441148391,9.211539652551664,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,360,0,710,1070,GasA,TA,Y,7.1204443723924875,0,7.1204443723924875,0,1,0,2,0.6931471805599453,Gd,6,Min1,1,1,447,Y,0,0,0,5,2006,WD,Normal,11.80894766169701,1,1,1,1,1
217,20,RL,4.189654742026425,9.042040056544483,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,946,0,490,1436,GasA,Ex,Y,7.270312886079025,0,7.270312886079025,1,2,0,3,0.6931471805599453,Gd,8,Typ,0,2,484,Y,139,98,0,4,2008,WD,Normal,12.254862809699606,1,1,1,0,0
218,70,RM,4.060443010546419,9.20099685697303,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,686,686,GasA,Fa,N,6.698268054115413,518,7.192182058713246,0,1,0,3,0.6931471805599453,TA,8,Typ,0,1,210,Y,0,172,60,9,2006,WD,Family,11.580584113444043,1,1,0,1,0
219,50,RL,4.2633832685897595,9.658928824466434,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,341,0,457,798,GasA,Ex,Y,7.037027614686276,817,7.578145472419466,0,1,1,3,0.6931471805599453,Gd,8,Typ,2,2,431,Y,0,119,150,5,2008,WD,Normal,12.649154617209645,1,1,0,1,0
220,120,RL,3.784189633918261,8.010027528481734,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16,0,1232,1248,GasA,Ex,Y,7.130098510125578,0,7.130098510125578,0,2,0,2,0.6931471805599453,Gd,5,Typ,0,2,438,Y,108,0,0,3,2006,New,Partial,12.0271851854705,1,1,1,0,1
221,20,RL,4.30406509320417,9.103979355984773,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1498,1498,GasA,Ex,Y,7.312553498102598,0,7.312553498102598,0,2,0,2,0.6931471805599453,Gd,5,Typ,0,2,675,Y,351,33,0,4,2006,New,Partial,12.230277334226992,1,1,1,0,0
222,60,RL,4.2633832685897595,8.995784837848506,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1010,1010,GasA,Ex,Y,6.918695219020472,1257,7.7266536648476425,0,2,1,4,0.6931471805599453,Gd,8,Typ,1,2,390,Y,120,46,0,12,2009,ConLI,Normal,12.206072645530174,1,1,0,0,0
223,60,RL,4.454347296253507,9.348013177101256,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,550,0,163,713,GasA,TA,Y,6.699500340161678,741,7.347943823148687,1,2,1,3,0.6931471805599453,TA,6,Typ,1,2,434,Y,209,208,0,2,2006,WD,Normal,12.100156419938624,1,1,0,0,0
224,20,RL,4.2626798770413155,9.259225769705994,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,524,180,160,864,GasA,Gd,Y,6.762729506931879,0,6.762729506931879,0,1,0,2,0.6931471805599453,TA,4,Typ,0,2,576,Y,216,0,0,3,2009,WD,Abnorml,11.48246625748552,1,1,1,0,1
225,20,RL,4.6443908991413725,9.508442961755847,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,56,0,2336,2392,GasA,Ex,Y,7.780303087908373,0,7.780303087908373,0,2,0,3,0.6931471805599453,Ex,8,Typ,1,3,968,Y,248,105,0,6,2009,WD,Normal,12.864240107194092,1,1,1,0,0
226,160,RM,3.091042453358316,7.427144133408616,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,630,630,GasA,TA,Y,6.447305862541213,672,7.172424577124845,0,2,1,3,0.6931471805599453,TA,6,Typ,0,1,280,Y,0,0,0,5,2009,COD,Abnorml,11.626254150277232,1,1,0,1,1
227,60,RL,4.418840607796598,9.205428327615163,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,565,0,638,1203,GasA,Ex,Y,7.102499355774649,1306,7.83241092718792,0,2,1,4,0.6931471805599453,Gd,9,Typ,1,3,721,Y,224,114,0,6,2007,WD,Abnorml,12.577636201962656,1,1,0,0,0
228,160,RM,3.091042453358316,7.533693709848633,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,321,0,162,483,GasA,TA,Y,6.182084906716632,504,6.895682697747868,0,1,1,2,0.6931471805599453,TA,5,Typ,0,1,280,Y,0,0,0,9,2008,WD,Normal,11.571194373094205,1,1,0,1,1
229,20,RL,4.2626798770413155,9.050406334059858,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,842,0,70,912,GasA,TA,Y,6.816735880594968,0,6.816735880594968,0,1,0,3,0.6931471805599453,TA,5,Typ,1,1,336,Y,0,0,0,5,2010,WD,Normal,11.736069016284437,1,1,1,1,1
230,120,RL,3.784189633918261,8.065579427282092,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16,0,1357,1373,GasA,Ex,Y,7.349873704738337,0,7.349873704738337,0,2,0,2,0.6931471805599453,Gd,7,Typ,1,2,430,Y,143,20,0,5,2009,WD,Normal,12.167851432709975,1,1,1,0,0
231,20,RL,4.30406509320417,9.078065332666364,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,1194,1194,GasA,TA,Y,7.085901464365611,0,7.085901464365611,1,1,0,3,0.6931471805599453,TA,6,Typ,0,1,312,Y,0,0,120,4,2010,WD,Normal,11.904967552746252,1,1,1,1,1
232,60,RL,5.1647859739235145,9.625029474611878,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,689,0,773,1462,GasA,Ex,Y,7.307202314764738,1304,7.9355873855892,1,2,1,4,0.6931471805599453,Ex,9,Typ,1,3,810,Y,0,146,202,7,2009,WD,Normal,12.90669184092882,1,1,0,1,0
233,160,RM,3.091042453358316,7.427144133408616,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,483,483,GasA,TA,Y,6.182084906716632,504,6.895682697747868,0,1,1,2,0.6931471805599453,TA,5,Typ,1,1,288,Y,0,0,0,6,2006,WD,Normal,11.456355113481834,1,1,0,1,1
234,20,RL,4.330733340286331,9.273409063443166,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,182,712,0,894,GasA,TA,Y,6.796823718274855,0,6.796823718274855,1,1,0,3,0.6931471805599453,TA,5,Typ,0,1,308,Y,365,0,0,2,2010,WD,Normal,11.761346823468706,1,1,1,0,1
235,60,RL,4.2633832685897595,8.968523555396352,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,625,0,235,860,GasA,Ex,Y,6.7580945044277305,1100,7.581209826196346,1,2,1,4,0.6931471805599453,Gd,8,Typ,2,2,440,Y,288,48,0,5,2010,WD,Normal,12.285345826424681,1,1,0,0,0
236,160,RM,3.091042453358316,7.427144133408616,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,358,0,125,483,GasA,TA,Y,6.182084906716632,504,6.895682697747868,0,1,1,2,0.6931471805599453,TA,5,Typ,0,1,264,Y,0,0,0,8,2008,WD,Normal,11.401993904262946,1,1,0,1,1
237,20,RL,4.189654742026425,9.07954808172616,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24,0,1390,1414,GasA,Ex,Y,7.254884810077338,0,7.254884810077338,0,2,0,3,0.6931471805599453,Gd,6,Typ,0,2,494,Y,132,105,0,5,2010,WD,Normal,12.130810161029627,1,1,1,0,0
238,60,RL,4.2633832685897595,9.154193211353181,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,402,0,594,996,GasA,Ex,Y,6.922643891475888,730,7.4645098346365275,0,2,1,3,0.6931471805599453,Gd,7,Typ,0,2,457,Y,370,70,0,2,2010,WD,Normal,12.178187442040638,1,1,0,0,0
239,20,RL,4.543294782270004,9.395241931033524,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1694,1694,GasA,Ex,Y,7.43543801981455,0,7.43543801981455,0,2,0,3,0.6931471805599453,Gd,7,Typ,0,3,818,Y,168,228,0,12,2007,New,Partial,12.669806661762314,1,1,1,0,0
240,50,RL,3.970291913552122,9.07589427542326,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,94,0,641,735,GasA,TA,Y,6.683360945766275,689,7.305188215393037,0,1,1,3,0.6931471805599453,TA,7,Typ,1,1,220,Y,0,140,0,4,2010,WD,Normal,11.635143097694478,1,1,0,1,0
241,20,FV,4.330733340286331,9.105090961257085,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1078,0,488,1566,GasA,Ex,Y,7.356918242356021,0,7.356918242356021,1,2,0,3,0.6931471805599453,Gd,7,Typ,0,2,750,Y,144,168,0,4,2010,WD,Normal,12.478006361013815,1,1,1,0,0
242,30,RM,3.713572066704308,8.263848131368906,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,329,0,357,686,GasA,Gd,Y,6.7650389767805414,0,6.7650389767805414,0,1,0,2,0.6931471805599453,Gd,4,Typ,0,0,0,Y,58,42,0,8,2007,WD,Normal,11.612770799939945,0,1,1,0,0
243,50,RM,4.1588830833596715,8.517393171418904,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,540,540,GasA,Gd,N,6.7912214627261855,551,7.273092595999522,0,1,0,3,0.6931471805599453,TA,6,Typ,0,1,352,Y,0,0,77,4,2006,WD,Normal,11.27720313144916,1,1,0,1,1
244,160,RL,4.330733340286331,9.283869605264298,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,0,0,626,626,GasA,TA,Y,6.440946540632921,591,7.1049654482698426,0,1,1,3,0.6931471805599453,TA,6,Typ,1,1,288,Y,0,28,0,4,2009,WD,Normal,11.695247021764184,1,1,0,1,0
245,60,RL,4.2633832685897595,9.091669442258505,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,695,0,253,948,GasA,Ex,Y,7.109062135687172,888,7.65491704784832,1,2,1,3,0.6931471805599453,Gd,8,Typ,2,2,463,Y,0,130,0,5,2010,WD,Normal,12.230765258120545,1,1,0,1,0
246,20,RL,4.394449154672439,9.249657234353133,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,929,0,916,1845,GasA,Gd,Y,7.5352967024440884,0,7.5352967024440884,0,2,0,3,0.6931471805599453,TA,6,Typ,1,2,604,Y,197,39,0,6,2006,WD,Normal,12.394624752074764,1,1,1,0,0
247,190,RM,4.248495242049359,9.120743838164426,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,TA,Fa,Stone,0,0,1020,1020,GasA,Gd,N,6.812345094177479,1020,7.564757012905729,0,2,0,4,1.0986122886681098,Fa,9,Typ,0,1,440,Y,0,60,112,4,2006,WD,Normal,11.827736204810263,1,1,0,1,0
248,20,RL,4.330733340286331,9.33353098253138,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,0,0,1367,1367,GasA,Ex,Y,7.226936018493289,0,7.226936018493289,0,1,0,2,0.6931471805599453,TA,5,Typ,1,2,451,Y,0,30,0,6,2006,WD,Normal,11.84939770159144,1,1,1,1,0
249,60,RL,4.290459441148391,9.334149657702469,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,840,840,GasA,Ex,Y,6.734591659972948,828,7.419979923661835,0,2,1,3,0.6931471805599453,Gd,8,Typ,0,2,500,Y,144,68,0,9,2007,WD,Normal,12.100712129872347,1,1,0,0,0
250,50,RL,4.2633832685897595,11.976665770490767,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,Gd,TA,CBlock,697,0,747,1444,GasA,Gd,Y,7.275864600546533,700,7.6708948313621175,0,2,0,4,0.6931471805599453,Gd,7,Typ,2,2,389,Y,0,98,0,6,2007,WD,Normal,12.531772785169476,1,1,0,1,0
251,30,RL,4.02535169073515,8.585038738311304,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,TA,Po,CBlock,0,0,728,728,GasA,Ex,Y,7.175489713624222,0,7.175489713624222,0,1,0,3,0.6931471805599453,Fa,6,Mod,0,0,0,Y,263,0,0,5,2010,WD,Normal,11.245046019814627,0,1,1,0,1
252,120,RM,3.8066624897703196,8.46611040118692,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1573,0,0,1573,GasA,Ex,Y,7.3938782901077555,0,7.3938782901077555,1,2,0,2,0.6931471805599453,Gd,5,Typ,1,2,538,Y,123,0,0,12,2007,WD,Family,12.367340793126296,1,1,1,0,1
253,60,RL,4.189654742026425,9.032050676295599,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,798,798,GasA,Ex,Y,6.683360945766275,842,7.403061091090091,0,2,1,3,0.6931471805599453,Gd,6,Typ,0,2,520,Y,138,45,0,12,2008,WD,Normal,12.061046873479915,1,1,0,0,0
254,80,RL,4.454347296253507,9.143238568435446,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,270,580,452,1302,GasA,Ex,Y,7.172424577124845,0,7.172424577124845,0,2,0,3,0.6931471805599453,Gd,7,Min1,0,1,309,Y,333,0,0,10,2007,CWD,Normal,11.970350312009105,1,1,1,0,1
255,20,RL,4.2626798770413155,9.036106025364846,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,922,0,392,1314,GasA,TA,Y,7.181591944611865,0,7.181591944611865,1,1,0,3,0.6931471805599453,TA,5,Typ,0,1,294,Y,250,0,0,6,2010,WD,Normal,11.884489021402711,1,1,1,0,1
256,60,RL,4.204692619390966,9.075551045627543,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,975,975,GasA,Ex,Y,6.913737350659685,1286,7.73718007783463,0,2,1,4,0.6931471805599453,Gd,8,Typ,1,2,429,Y,192,0,0,2,2006,WD,Normal,12.345834587905333,1,1,0,0,1
257,60,FV,4.174387269895637,9.081597496083457,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,503,0,361,864,GasA,Ex,Y,6.762729506931879,864,7.455298485683291,0,2,1,3,0.6931471805599453,Gd,7,Typ,0,2,673,Y,216,56,0,5,2008,WD,Normal,12.24288661865289,1,1,0,0,0
258,20,RL,4.23410650459726,9.08421009483197,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1334,0,270,1604,GasA,Ex,Y,7.380879035564116,0,7.380879035564116,1,2,1,3,0.6931471805599453,Gd,8,Typ,1,2,660,Y,123,110,0,3,2009,WD,Abnorml,12.301382825334498,1,1,1,0,0
259,60,RL,4.394449154672439,9.428350771178645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,361,0,602,963,GasA,Ex,Y,6.871091294610546,829,7.491645473605133,0,2,1,3,0.6931471805599453,Gd,7,Typ,1,2,564,Y,0,96,0,5,2008,WD,Normal,12.352335152508426,1,1,0,1,0
260,20,RM,4.2626798770413155,9.44959346502346,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,TA,TA,PConc,0,0,0,0,GasA,Gd,Y,6.78332520060396,0,6.78332520060396,0,1,0,2,0.6931471805599453,TA,4,Typ,0,1,308,Y,0,45,0,12,2008,WD,Normal,11.48246625748552,1,0,1,1,0
261,80,RL,4.795790545596741,9.867704922396356,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,672,690,0,1362,GasA,TA,Y,7.232010331664759,0,7.232010331664759,1,1,0,3,0.6931471805599453,TA,6,Typ,1,2,884,Y,0,0,252,5,2009,WD,Normal,12.078239274020289,1,1,1,1,1
262,60,RL,4.248495242049359,9.16837188715368,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,0,0,1482,1482,GasA,Ex,Y,7.301822342137932,1092,7.853604813097837,0,2,1,3,0.6931471805599453,Ex,10,Typ,1,3,868,Y,0,148,0,11,2007,New,Partial,12.528156144699286,1,1,0,1,0
263,80,RL,4.48863636973214,9.044521887281242,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,506,0,0,506,GasA,TA,Y,7.10085190894405,0,7.10085190894405,1,1,0,3,0.6931471805599453,TA,6,Typ,1,2,492,Y,292,12,0,7,2006,WD,Normal,11.925035115797062,1,1,1,0,0
264,50,RM,3.9318256327243257,8.612685172875459,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,234,692,0,926,GasA,TA,Y,6.831953565565855,0,7.183111701743281,1,1,0,3,0.6931471805599453,TA,6,Typ,0,2,484,Y,0,0,0,4,2010,WD,Normal,11.77528972943772,1,1,1,1,1
265,30,RM,3.4339872044851463,8.562740006372207,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,680,680,GasA,Gd,N,6.639875833826536,0,6.639875833826536,0,1,0,2,0.6931471805599453,TA,4,Typ,0,2,504,N,0,0,0,6,2008,WD,Normal,11.198214720130528,1,1,1,1,1
266,20,RL,4.3694478524670215,9.400216653174247,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,588,228,606,1422,GasA,TA,Y,7.260522598089852,0,7.260522598089852,0,2,0,3,0.6931471805599453,Gd,7,Typ,1,2,576,Y,276,0,0,6,2008,WD,Normal,12.075394321888057,1,1,1,0,1
267,60,RL,4.2626798770413155,9.324383088016843,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,714,0,88,802,GasA,Gd,Y,6.688354713946762,709,7.321188556739478,1,2,1,3,0.6931471805599453,TA,8,Typ,1,2,413,Y,95,75,0,6,2006,WD,Normal,12.128111104060462,1,1,0,0,0
268,75,RL,4.110873864173311,9.036106025364846,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,378,0,342,720,GasA,Ex,Y,6.959398512133975,720,7.693025748417888,0,2,1,4,0.6931471805599453,Gd,8,Typ,1,1,240,Y,262,24,0,7,2008,WD,Normal,12.097930486910471,1,1,0,0,0
269,30,RM,4.276666119016055,8.839421607620602,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,403,125,212,740,GasA,Ex,Y,6.658011045870748,0,6.658011045870748,0,1,0,2,0.6931471805599453,TA,4,Typ,1,1,924,Y,0,25,0,2,2008,WD,Normal,11.699405031912846,1,1,1,1,0
270,20,RL,4.2633832685897595,8.976893927666076,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,751,0,392,1143,GasA,TA,Y,7.01571242048723,0,7.01571242048723,1,1,1,3,0.6931471805599453,TA,6,Typ,1,1,504,Y,370,30,0,5,2007,WD,Normal,11.904967552746252,1,1,1,0,0
271,60,FV,4.442651256490317,9.280705634636746,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1095,1095,GasA,Gd,Y,6.999422467507961,844,7.570443252057374,0,2,1,3,0.6931471805599453,Gd,8,Typ,1,3,1053,Y,192,51,0,8,2006,New,Partial,12.491251587763836,1,1,0,0,0
272,20,RL,4.30406509320417,10.574005615035713,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,TA,TA,CBlock,226,1063,96,1385,GasA,Ex,Y,7.218176838403408,0,7.218176838403408,1,1,0,2,0.6931471805599453,TA,5,Mod,2,2,439,Y,81,0,0,4,2008,WD,Normal,12.394624752074764,1,1,1,0,1
273,60,RL,4.532599493153256,9.372884301161463,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,524,0,628,1152,GasA,Ex,Y,7.060476365999801,1106,7.7279755421055585,0,2,1,4,0.6931471805599453,Gd,9,Typ,1,3,671,Y,132,57,0,4,2010,WD,Normal,12.577636201962656,1,1,0,0,0
274,20,RL,4.394449154672439,9.169622538697624,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,620,620,0,1240,GasA,Gd,Y,7.398174092970465,0,7.398174092970465,1,2,0,3,0.6931471805599453,TA,6,Min1,1,1,338,Y,289,0,0,4,2009,WD,Normal,11.842229212112828,1,1,1,0,1
