MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,hasGarage,hasBasement,has2ndFlr,hasWoodDeck,hasOpenPorch
8,3,4.07753744390572,9.037295651962438,1,3,3,2,7,1,2,0,0,5,2,1910,1996,2,1,13,13,2,0.0,3,1,2,0,0,658,658,1,4,1,4,6.490723534502507,526,7.077498053569231,0,1,0,5,0.6931471805599453,3,8,6,0,0,0,0,0,151,0,7,0,8,1,0,1,0,1,0
12,3,4.290459441148391,8.881975184248867,1,3,3,4,7,2,2,0,7,6,5,1976,1976,3,1,8,8,1,255.0,3,4,1,631,0,410,1041,1,0,1,4,7.026426808699636,0,7.026426808699636,1,1,0,3,0.6931471805599453,3,6,6,1,1,352,2,296,0,0,1,3,8,0,1,1,1,0,1
4,3,4.543294782270004,9.146654820290049,1,0,3,1,5,2,2,0,2,7,4,1999,2000,1,1,12,13,1,125.0,2,4,2,0,0,1468,1468,1,0,1,4,7.299797366758161,0,7.299797366758161,0,2,0,3,0.6931471805599453,2,6,6,0,2,577,2,120,25,0,9,2,8,4,1,1,1,0,0
9,3,4.574710978503383,9.431481920619719,1,3,3,4,16,2,2,0,5,1,4,2007,2008,1,1,12,13,3,272.0,0,4,2,1280,0,402,1682,1,0,1,4,7.463363045520021,590,7.75491027202143,1,2,1,3,0.6931471805599453,0,9,6,1,3,846,2,196,134,0,10,2,6,5,1,1,0,0,0
8,3,3.9318256327243257,9.036701015565063,1,3,3,4,7,2,2,0,0,5,7,1900,1950,1,1,8,8,2,0.0,3,4,0,241,391,229,861,1,0,1,4,6.8690144506657065,406,7.221105098182496,1,1,0,4,0.6931471805599453,3,7,6,0,1,384,2,0,130,112,6,2,8,4,1,1,0,1,0
9,3,4.276666119016055,9.41001056710475,1,0,3,1,11,2,2,0,5,6,4,2001,2002,1,1,12,13,2,0.0,3,4,2,690,0,114,804,1,0,1,4,6.690842277418564,1157,7.581719640125308,1,2,1,3,0.6931471805599453,2,7,6,1,2,560,2,125,192,0,8,3,8,4,1,1,0,0,0
4,3,4.2633832685897595,9.028818495352793,1,0,3,4,12,2,2,0,2,5,6,1959,1959,1,1,8,8,2,0.0,3,4,3,0,0,0,0,1,4,1,4,6.78332520060396,0,6.78332520060396,0,1,0,3,0.6931471805599453,3,5,6,0,1,294,2,0,0,0,9,1,8,4,1,0,1,1,1
5,3,4.2633832685897595,8.915566545710645,1,3,3,0,3,1,2,0,2,4,4,1941,1950,1,1,14,15,2,0.0,3,4,1,266,0,522,788,1,4,1,0,6.670766320845874,0,6.670766320845874,0,1,0,2,0.6931471805599453,3,4,6,2,0,0,2,0,0,0,6,0,8,0,0,1,1,1,1
8,3,4.110873864173311,9.2237500588861,1,3,3,4,17,2,2,0,0,5,5,1940,1950,1,1,8,8,2,0.0,3,4,1,0,0,735,735,1,2,1,0,6.601230118728877,299,6.942156705699469,0,1,0,2,0.6931471805599453,3,5,6,0,1,240,2,0,39,0,9,1,8,4,1,1,0,1,0
4,3,4.23410650459726,9.166597449028265,1,3,3,4,7,2,2,0,2,5,5,1956,1956,1,1,13,14,2,0.0,3,4,1,739,0,405,1144,1,4,1,4,7.0431599159883405,0,7.0431599159883405,1,1,0,3,0.6931471805599453,3,6,6,0,1,596,2,44,0,0,8,4,8,4,1,1,1,0,1
4,3,4.110873864173311,8.881975184248867,1,3,2,4,5,2,2,0,2,5,4,1972,1972,3,1,8,8,2,0.0,3,4,1,777,0,117,894,1,4,1,4,6.796823718274855,0,6.796823718274855,0,1,0,2,0.6931471805599453,3,6,6,0,2,600,2,215,0,0,11,3,8,4,1,1,1,0,1
9,3,4.248495242049359,8.934718614016768,1,3,3,4,12,4,2,0,5,5,4,1962,1962,1,1,12,13,1,288.0,3,4,1,540,0,324,864,1,4,1,4,6.776506992372183,936,7.502738210754851,0,2,0,4,0.6931471805599453,3,8,6,1,1,264,2,0,168,0,9,1,8,4,1,1,0,1,0
5,4,4.110873864173311,9.101417964751995,1,3,3,0,9,2,2,0,2,5,1,1920,1950,1,1,8,8,2,0.0,3,1,0,0,0,961,961,1,2,1,3,6.982862751468942,0,6.982862751468942,0,1,0,2,0.6931471805599453,3,6,1,0,1,338,0,0,0,0,2,1,8,0,1,1,1,1,1
9,1,4.189654742026425,9.002824076547672,1,3,3,4,21,2,2,0,5,7,4,2006,2007,1,1,5,5,3,100.0,2,4,2,812,0,280,1092,1,0,1,4,7.014814351275545,438,7.346655163176539,1,2,0,2,0.6931471805599453,2,7,6,0,2,438,2,0,168,0,1,3,8,4,1,1,0,1,0
0,3,3.6635616461296463,9.613402595468036,1,1,3,4,24,2,2,4,2,8,4,1996,1996,1,1,3,3,2,0.0,2,4,2,786,0,474,1260,1,0,1,4,7.161622002939187,0,7.161622002939187,1,1,1,1,0.6931471805599453,0,4,6,2,2,500,2,120,30,0,3,2,8,4,1,1,1,0,0
4,3,4.189654742026425,9.078864009187797,1,0,3,4,5,2,2,0,2,7,4,2005,2005,1,1,12,13,2,0.0,2,4,2,24,0,1286,1310,1,0,1,4,7.1785454837637,0,7.1785454837637,0,2,0,3,0.6931471805599453,2,6,6,1,2,400,2,0,0,0,9,0,6,5,1,1,1,1,1
5,3,4.110873864173311,9.23024103368252,1,3,3,4,19,2,2,0,2,5,7,1940,1997,1,1,13,14,2,0.0,3,4,2,0,0,672,672,1,0,1,4,6.511745329644728,0,6.511745329644728,0,1,0,2,0.6931471805599453,3,4,6,0,1,240,0,168,0,0,10,2,8,4,1,1,1,0,1
9,3,4.543294782270004,9.400216653174247,1,3,3,0,15,2,2,0,5,8,4,1998,1998,3,1,12,13,1,650.0,2,4,2,0,0,1141,1141,1,2,1,4,7.061334366910438,1098,7.724888439323074,0,2,1,4,0.6931471805599453,2,10,6,1,2,420,2,144,123,0,9,0,8,0,1,1,0,0,0
9,3,4.2633832685897595,9.24619002486988,1,0,3,4,8,2,2,0,5,6,4,1995,1996,1,1,8,8,2,0.0,3,4,2,0,0,806,806,1,2,1,4,6.693323668269949,766,7.360739903058278,0,2,1,3,0.6931471805599453,3,7,6,1,2,373,2,0,40,0,7,1,8,4,1,1,0,1,0
4,3,4.2633832685897595,9.209540051805414,1,0,3,0,19,1,2,0,2,4,3,1976,1993,1,1,9,10,2,0.0,3,4,1,1116,0,165,1281,1,0,1,4,7.390798521735676,0,7.390798521735676,1,2,0,3,0.6931471805599453,3,8,2,1,2,490,2,120,78,0,8,3,8,4,1,1,1,0,0
8,3,3.9512437185814275,9.257319373170178,1,3,3,4,18,2,2,0,0,6,4,1936,1950,1,1,8,8,2,0.0,3,4,0,0,0,1064,1064,1,0,1,0,7.062191632286556,0,7.402451520818244,0,1,0,3,0.6931471805599453,3,6,1,0,1,240,2,0,0,0,5,2,8,4,1,1,1,1,1
10,3,4.1588830833596715,9.653550746326605,1,3,3,4,6,2,2,0,5,6,6,1915,1976,1,1,13,10,2,0.0,3,4,0,0,0,840,840,1,0,1,4,6.734591659972948,840,7.427144133408616,0,2,0,4,0.6931471805599453,3,8,6,0,1,308,2,0,0,160,5,2,8,4,1,1,0,1,1
9,3,4.700480365792417,9.557823197546,1,3,3,0,16,2,2,0,5,7,4,2006,2006,1,1,12,13,1,350.0,2,4,2,0,0,1063,1063,1,0,1,4,6.977281341630747,1101,7.6838639802564295,0,2,1,3,0.6931471805599453,2,9,6,1,3,947,2,192,62,0,10,1,6,5,1,1,0,0,0
9,1,4.454347296253507,9.287394001418473,1,3,3,4,21,2,2,0,5,8,4,2007,2008,1,1,12,13,3,100.0,2,4,2,789,0,245,1034,1,0,1,4,6.957497370876951,1028,7.639642287858013,1,2,1,3,0.6931471805599453,0,8,6,1,3,836,2,0,102,0,6,2,6,5,1,1,0,1,0
4,3,4.23410650459726,9.166597449028265,1,3,3,4,7,2,2,0,2,5,2,1958,1958,1,1,2,2,2,0.0,3,1,1,0,0,1276,1276,1,4,1,0,7.152268856032539,0,7.152268856032539,0,1,0,3,0.6931471805599453,3,5,4,0,1,350,2,0,0,0,8,3,0,0,1,1,1,1,1
3,3,4.61512051684126,10.453081864230466,1,3,0,4,8,2,2,1,2,5,4,1955,1955,3,1,13,14,2,0.0,3,4,1,1056,0,0,1056,1,4,0,4,6.963189985870238,0,6.963189985870238,1,1,0,3,0.6931471805599453,3,5,6,0,2,572,2,264,0,0,0,0,8,4,1,1,1,0,1
4,1,4.2633832685897595,8.390268497842571,1,1,3,4,21,2,2,0,2,7,4,2009,2009,1,1,8,8,3,432.0,0,4,2,578,0,892,1470,1,0,1,4,7.2991214627108,0,7.2991214627108,1,2,1,2,0.6931471805599453,2,7,6,1,2,484,2,0,144,0,8,4,6,5,1,1,1,1,0
5,4,4.04305126783455,9.10063710688422,1,3,3,4,17,0,2,0,2,5,5,1927,1950,1,1,14,15,2,0.0,3,4,1,0,0,1008,1008,1,2,1,0,6.9363427358340495,0,6.9363427358340495,0,1,0,2,0.6931471805599453,3,5,6,1,2,360,2,0,0,130,5,4,8,4,1,1,1,1,1
9,3,4.0943445622221,9.326254996572539,1,1,3,1,20,2,2,0,5,7,4,1993,1993,1,1,12,13,2,0.0,2,4,2,50,531,499,1080,1,0,1,4,6.985641817639208,1017,7.6487397889562425,0,2,1,3,0.6931471805599453,2,9,6,1,3,678,2,196,187,0,3,2,8,4,1,1,0,0,0
4,3,4.30406509320417,9.093806555720231,1,0,3,4,8,2,2,0,2,7,4,2007,2007,1,1,12,13,2,0.0,2,4,2,24,0,1316,1340,1,0,1,4,7.201170883281678,0,7.201170883281678,0,2,0,3,0.6931471805599453,2,6,6,0,2,396,2,100,30,0,10,1,6,5,1,1,1,0,0
9,3,4.31748811353631,8.967631665167133,1,3,3,4,19,2,2,0,5,6,6,1978,1978,3,1,6,6,1,203.0,3,4,1,209,0,463,672,1,4,1,4,6.511745329644728,728,7.244941546337007,0,1,1,3,0.6931471805599453,3,6,6,1,2,440,2,0,0,0,5,0,8,4,1,1,0,1,1
10,3,4.465908118654584,10.017753298664472,1,0,3,4,6,1,2,0,5,6,5,1918,1950,3,1,13,12,2,0.0,3,4,0,1128,0,242,1370,2,4,0,0,7.223295679562314,1254,7.872836175025724,1,2,1,4,0.6931471805599453,3,10,6,1,3,864,0,0,0,0,2,1,8,4,1,1,0,1,1
8,3,4.110873864173311,9.007121989469242,1,3,3,4,7,2,2,0,0,5,5,1940,1950,1,1,8,8,2,0.0,3,4,0,312,0,444,756,1,1,0,1,6.6293632534374485,378,7.034387929915503,1,1,1,3,0.6931471805599453,3,7,6,0,1,240,1,0,0,0,6,1,8,1,1,1,0,1,1
4,3,4.189654742026425,9.042040056544483,1,3,3,4,12,2,2,0,2,5,5,1968,1968,1,1,12,13,2,0.0,3,4,1,775,0,281,1056,1,0,1,4,6.963189985870238,0,6.963189985870238,1,1,0,3,0.6931471805599453,3,6,6,1,1,304,2,0,85,184,9,4,8,4,1,1,1,1,0
14,4,4.3694478524670215,8.862341963516347,1,3,3,4,11,2,2,2,6,7,4,1997,1998,1,1,12,13,1,200.0,3,2,2,1309,0,35,1344,1,0,1,4,7.20414929203594,0,7.20414929203594,2,2,0,2,1.0986122886681098,3,8,6,0,4,784,2,0,0,0,2,2,8,2,1,1,1,1,1
4,3,4.2633832685897595,9.719324300862802,1,0,3,2,14,2,2,0,2,6,6,1977,2000,1,1,5,5,3,126.0,2,4,1,1246,0,356,1602,1,2,1,4,7.3796321526095525,0,7.3796321526095525,0,2,0,3,0.6931471805599453,2,8,6,1,2,529,2,240,0,0,8,3,8,4,1,1,1,0,1
4,3,4.61512051684126,9.987415012471414,1,3,1,4,11,0,2,0,2,5,4,1954,1954,3,1,6,6,2,0.0,3,4,1,0,0,988,988,1,0,1,0,6.8966943316227125,0,6.8966943316227125,0,1,0,2,0.6931471805599453,3,4,6,0,2,520,0,0,0,0,4,2,8,4,1,1,1,1,1
9,3,4.394449154672439,9.127067452782361,1,3,3,4,15,2,2,0,5,8,4,1998,1998,1,1,12,13,1,473.0,2,4,2,986,0,484,1470,1,2,1,4,7.293697720601438,1160,7.875119281040293,1,2,1,4,0.6931471805599453,2,8,6,1,3,696,2,0,66,0,8,2,8,4,1,1,0,1,0
4,3,4.290459441148391,9.105090961257085,1,3,3,4,12,2,2,0,2,6,4,1956,1956,1,1,13,14,1,74.0,3,4,1,616,0,580,1196,1,2,1,0,7.087573705557973,0,7.087573705557973,1,1,0,2,0.6931471805599453,3,6,6,1,1,297,2,0,44,0,7,2,8,4,1,1,1,1,0
9,4,4.110873864173311,8.12533508671429,1,3,1,4,17,2,2,0,5,7,7,1946,1992,1,1,6,6,2,0.0,3,2,1,0,0,651,651,1,2,1,4,6.56244409369372,682,7.237059026124737,0,1,1,3,0.6931471805599453,3,6,6,2,1,240,1,0,0,126,11,3,8,4,1,1,0,1,1
12,3,4.2633832685897595,9.45727857185611,1,3,2,4,20,2,2,0,7,7,4,1989,1989,1,1,13,14,1,145.0,2,4,2,1518,0,0,1518,1,2,1,4,7.405495663199472,0,7.405495663199472,1,2,0,2,0.6931471805599453,2,5,6,1,2,569,2,80,0,0,10,3,8,4,1,1,1,0,1
4,3,4.356708826689592,9.058819564334941,1,0,3,4,12,2,2,0,2,4,5,1957,1957,3,1,8,8,2,0.0,3,4,1,288,0,619,907,1,0,1,4,6.811244378601294,0,6.811244378601294,0,1,0,3,0.6931471805599453,3,5,6,0,1,352,2,0,0,0,9,2,8,4,1,1,1,1,1
4,3,4.174387269895637,8.81922185757494,1,3,3,4,5,2,2,0,2,7,4,2007,2007,1,1,12,13,1,108.0,2,4,2,664,0,544,1208,1,0,1,4,7.097548850614793,0,7.097548850614793,1,2,0,2,0.6931471805599453,2,6,6,0,2,628,2,105,54,0,11,1,6,5,1,1,1,0,0
4,3,4.875197323201151,9.346443454968522,1,0,3,0,23,2,2,0,2,6,4,1988,1988,1,1,6,6,2,0.0,3,4,1,1005,0,387,1392,1,4,1,4,7.253470382684528,0,7.253470382684528,1,2,0,3,0.6931471805599453,2,6,6,1,2,576,2,0,0,169,5,3,8,4,1,1,1,1,1
1,4,3.091042453358316,7.427144133408616,1,3,3,4,2,2,2,3,5,6,4,1971,1971,1,1,6,6,1,232.0,3,4,1,387,0,96,483,1,4,1,4,6.182084906716632,504,6.895682697747868,0,1,1,2,0.6931471805599453,3,4,6,0,1,264,2,0,0,0,9,2,0,0,1,1,0,1,1
8,4,4.110873864173311,8.628197749459149,1,0,0,4,17,1,2,0,0,6,6,1920,1998,1,1,8,8,2,0.0,3,4,0,0,0,901,901,1,2,1,4,6.9930151229329605,110,7.089243155027514,0,1,0,4,0.6931471805599453,3,7,6,0,0,0,0,0,98,0,11,2,3,0,0,1,0,1,0
1,4,3.2188758248682006,7.560601162768557,1,3,3,4,2,2,2,4,5,5,4,1971,1971,1,1,6,6,1,376.0,3,4,1,471,0,294,765,1,0,1,4,6.641182169740591,600,7.2196420401307355,1,1,1,2,0.6931471805599453,3,6,2,0,2,440,2,240,36,0,10,1,8,4,1,1,0,0,0
9,3,4.61512051684126,9.290998274993637,1,0,3,0,8,2,2,0,5,6,4,1997,1998,1,1,12,13,2,0.0,3,4,2,0,0,926,926,1,0,1,4,6.831953565565855,678,7.380879035564116,0,2,1,3,0.6931471805599453,3,7,6,1,2,470,2,0,36,0,9,2,8,4,1,1,0,1,0
2,4,3.091042453358316,7.544861068658458,1,3,3,4,10,2,2,3,6,4,6,1972,1972,1,1,5,5,2,0.0,3,2,1,495,0,135,630,1,2,1,4,6.447305862541213,0,6.447305862541213,1,1,0,1,0.6931471805599453,3,3,6,0,0,0,2,88,0,0,8,2,8,4,0,1,1,0,1
9,3,3.784189633918261,9.275003885301905,1,1,3,1,5,4,2,0,5,7,5,1996,1996,1,1,12,13,2,0.0,2,4,2,385,344,70,799,1,0,1,4,6.71901315438526,834,7.415776975415394,1,2,1,3,0.6931471805599453,2,6,6,1,2,550,2,158,61,0,6,3,5,4,1,1,0,0,0
8,4,3.713572066704308,8.38958706681109,1,3,3,4,17,2,2,0,0,6,7,1920,1950,1,1,11,12,2,0.0,3,4,0,0,0,648,648,1,4,1,0,6.5998704992128365,384,7.020190708311925,0,1,0,2,0.6931471805599453,3,6,6,0,2,440,2,0,0,0,1,0,8,4,1,1,0,1,1
7,4,3.9318256327243257,8.699681400989514,1,3,3,4,3,2,2,0,1,6,6,1926,2004,1,1,13,14,2,0.0,2,4,2,0,0,884,884,1,2,1,4,6.807934943699926,0,6.807934943699926,0,1,0,2,0.6931471805599453,3,4,6,0,1,180,2,0,0,105,0,3,8,4,1,1,1,1,1
5,3,3.713572066704308,8.361941906144946,1,3,3,4,6,2,2,0,2,5,5,1913,2002,1,1,14,12,2,0.0,3,4,2,365,0,75,440,1,4,0,4,6.543911845564792,0,6.543911845564792,0,1,0,2,0.6931471805599453,2,4,6,1,1,352,1,0,0,34,5,1,8,4,1,1,1,1,1
8,3,4.219507705176107,9.42181611842271,1,3,3,0,7,2,2,0,0,6,7,1920,2000,1,1,13,14,2,0.0,3,4,0,0,0,684,684,1,2,1,4,6.529418838262226,512,7.087573705557973,0,1,0,3,0.6931471805599453,2,7,6,0,2,528,2,0,46,0,10,3,4,4,1,1,0,1,0
4,3,4.663439094112067,9.644198554585564,1,3,3,4,16,2,2,0,2,1,4,2008,2008,3,1,12,13,3,200.0,0,4,2,1767,539,788,3094,1,0,1,4,7.784473235736469,0,7.784473235736469,1,2,0,2,0.6931471805599453,0,10,6,2,3,672,2,0,72,0,6,3,8,4,1,1,1,1,0
14,3,4.532599493153256,9.401704256754366,1,3,3,4,7,2,2,2,2,4,3,1955,1955,1,1,12,13,1,270.0,3,4,1,133,0,1307,1440,1,4,0,1,7.273092595999522,0,7.273092595999522,0,2,0,4,1.0986122886681098,1,8,6,0,0,0,2,0,0,0,11,2,8,4,0,1,1,1,1
8,4,3.970291913552122,8.738895704934043,1,3,3,4,3,2,2,0,0,5,6,1930,1992,1,1,8,8,2,0.0,3,4,2,0,0,1078,1078,1,4,1,4,7.029087564149662,445,7.3613754289773485,0,2,0,3,0.6931471805599453,3,8,6,1,2,360,1,0,0,0,8,2,8,4,1,1,0,1,1
0,3,3.9889840465642745,8.274611946209552,1,3,3,4,0,2,2,4,2,7,4,2006,2007,1,1,14,15,1,72.0,2,4,2,0,0,1258,1258,1,0,1,4,7.138073034044347,0,7.138073034044347,0,2,0,2,0.6931471805599453,2,6,6,1,3,648,2,144,16,0,8,1,6,5,1,1,1,0,0
9,3,4.2626798770413155,9.076923258535832,1,3,3,4,5,2,2,0,5,7,4,1994,1995,1,1,12,13,2,0.0,2,2,2,642,0,273,915,1,0,1,4,6.839476438228843,975,7.554334823725748,1,2,1,4,0.6931471805599453,2,8,6,1,2,493,2,144,133,0,9,2,8,4,1,1,0,0,0
4,3,4.30406509320417,9.1958356857733,1,3,3,0,7,2,2,0,2,6,4,1956,1956,3,1,13,14,2,0.0,3,4,1,0,0,1436,1436,1,1,1,4,7.432483807917119,0,7.432483807917119,0,1,0,3,0.6931471805599453,3,7,6,1,2,480,2,0,0,0,2,3,0,4,1,1,1,1,1
4,3,4.927253685157205,9.710691327448153,1,0,3,0,12,3,2,0,2,6,5,1966,2002,1,1,3,10,2,0.0,2,4,1,247,713,557,1517,1,0,1,4,7.543802867501509,0,7.543802867501509,0,2,1,2,0.6931471805599453,2,6,4,1,2,578,2,0,0,0,8,4,8,4,1,1,1,1,1
9,3,4.2633832685897595,9.32500744695431,1,0,3,0,8,2,2,0,5,7,4,1998,1999,1,1,12,13,2,0.0,2,4,2,0,0,930,930,1,2,1,4,6.863803391452954,930,7.54274354536855,0,2,1,4,0.6931471805599453,2,10,6,1,2,431,2,89,0,0,9,0,8,4,1,1,0,0,1
8,4,3.9318256327243257,9.059633754551479,1,3,0,4,9,2,2,0,0,6,5,1937,1950,1,1,8,8,2,0.0,3,4,0,0,0,780,780,1,4,1,4,6.660575149839686,596,7.227662498728654,0,2,0,3,0.6931471805599453,3,7,6,1,1,198,0,0,0,0,8,0,8,4,1,1,0,1,1
8,4,3.9318256327243257,8.699681400989514,1,3,3,4,17,2,2,0,0,3,6,1948,2002,1,1,8,8,2,0.0,3,2,1,331,0,318,649,1,0,1,4,6.522092798170152,504,7.076653815443951,0,1,1,2,0.6931471805599453,3,6,6,0,1,308,2,0,176,0,8,1,8,4,1,1,0,1,0
5,4,4.2626798770413155,8.645586406184636,1,3,3,4,17,2,2,0,2,6,7,1930,2005,3,1,13,14,2,0.0,3,4,0,0,0,813,813,1,0,1,0,6.70196036600254,0,6.70196036600254,0,1,0,2,0.6931471805599453,2,5,6,0,1,270,0,0,113,0,8,0,8,4,1,1,1,1,0
4,3,4.143134726391533,11.167077412430533,1,0,2,4,4,2,2,0,2,7,4,1975,1975,1,7,9,10,2,0.0,3,4,1,655,0,878,1533,1,4,1,4,7.335633981927201,0,7.335633981927201,1,2,0,2,0.6931471805599453,2,5,6,2,2,576,2,200,54,0,3,0,8,4,1,1,1,0,0
9,3,4.2633832685897595,9.1381996941985,1,0,3,0,23,2,2,0,5,6,4,1996,1997,3,1,12,13,1,42.0,2,4,2,742,0,130,872,1,0,1,4,6.790097235513905,868,7.471363088187097,1,2,1,3,0.6931471805599453,3,7,6,0,2,422,2,144,122,0,9,1,8,4,1,1,0,0,0
9,1,4.330733340286331,9.105090961257085,1,3,3,4,21,2,2,0,5,8,4,2008,2008,1,1,12,13,2,0.0,2,4,2,0,0,768,768,1,0,1,4,6.668228248417403,804,7.372118028337787,0,2,1,3,0.6931471805599453,2,6,6,0,2,676,2,0,30,0,8,3,8,4,1,1,0,1,0
14,3,4.1588830833596715,9.13755460225053,1,3,3,4,11,2,2,2,2,5,4,1976,1976,1,1,9,10,2,0.0,3,4,1,1606,0,122,1728,1,4,1,4,7.455298485683291,0,7.455298485683291,2,2,0,4,1.0986122886681098,3,8,6,0,2,560,2,0,0,0,9,0,8,3,1,1,1,1,1
4,3,4.394449154672439,9.169622538697624,1,3,3,4,14,2,2,0,2,7,5,1973,1973,3,1,6,6,1,320.0,3,4,1,916,0,326,1242,1,1,1,4,7.1252830915107115,0,7.1252830915107115,0,1,1,3,0.6931471805599453,3,6,6,1,2,528,2,0,0,0,11,1,8,4,1,1,1,1,1
10,4,3.5553480614894135,8.427706024914702,1,3,3,4,17,2,2,0,5,5,4,1916,1950,1,1,0,0,2,0.0,3,4,0,0,0,624,624,1,1,0,4,6.437751649736401,720,7.20414929203594,0,1,0,4,0.6931471805599453,3,7,6,0,3,513,2,0,0,96,7,2,0,0,1,1,0,1,1
4,3,4.2633832685897595,10.882339852663634,1,0,2,1,4,2,2,0,2,4,5,1954,1994,0,5,9,10,2,0.0,3,4,1,1116,0,248,1364,1,0,1,4,7.416979621381154,0,7.416979621381154,1,1,0,2,0.6931471805599453,2,6,2,2,2,529,2,224,137,0,5,2,8,4,1,1,1,0,0
10,4,4.2633832685897595,8.537191877922927,1,3,3,4,17,2,2,0,5,8,6,1925,1996,3,1,11,15,2,0.0,3,2,2,0,0,588,588,1,1,1,4,6.726233402358747,833,7.418780882750794,0,1,0,3,0.6931471805599453,2,7,6,1,1,228,2,192,63,0,8,2,8,4,1,1,0,0,0
8,3,4.2633832685897595,8.855948534052018,1,0,0,0,3,2,2,0,0,5,3,1950,1950,1,1,8,8,0,161.0,3,4,1,185,0,524,709,1,4,1,4,6.887552571664617,224,7.093404625868766,1,1,0,3,0.6931471805599453,2,5,6,1,1,352,2,0,0,248,9,3,8,4,1,1,0,1,1
9,1,4.330733340286331,8.987821625430815,1,0,3,4,21,6,2,0,5,8,4,2009,2009,1,1,12,13,3,110.0,2,4,2,544,0,288,832,1,0,1,4,6.725033642166843,1103,7.568379267836522,1,2,1,3,0.6931471805599453,3,8,6,0,2,552,2,0,150,0,3,3,6,5,1,1,0,1,0
10,3,4.110873864173311,8.881975184248867,1,3,3,4,18,1,2,0,5,7,8,1936,2007,1,1,13,14,2,0.0,2,2,2,350,210,0,560,1,0,1,4,6.3561076606958915,560,7.035268599281097,1,1,0,3,0.6931471805599453,2,6,6,0,2,576,2,256,0,0,6,3,8,4,1,1,0,0,1
4,3,4.110873864173311,9.021839764105513,1,0,3,4,19,2,2,0,2,5,4,1965,1965,1,1,8,8,2,0.0,3,4,1,553,311,0,864,1,2,1,4,6.762729506931879,0,6.762729506931879,0,1,0,3,0.6931471805599453,3,5,6,1,1,360,2,0,0,236,3,3,8,4,1,1,1,1,1
10,3,4.31748811353631,9.391744841707654,1,0,1,4,6,2,2,0,5,6,6,1934,1995,3,1,11,12,2,0.0,3,4,1,326,0,389,715,1,1,1,0,6.745236349484363,811,7.415175109613295,0,1,1,3,0.6931471805599453,3,6,6,1,1,240,2,0,0,0,10,2,8,4,1,1,0,1,1
4,3,4.110873864173311,9.039670667922676,1,3,1,4,5,2,2,0,2,5,4,1978,1978,1,1,6,6,1,136.0,3,4,1,616,0,424,1040,1,4,1,4,6.947937068614969,0,6.947937068614969,0,2,0,3,0.6931471805599453,3,5,6,0,0,0,2,0,0,0,10,3,8,4,0,1,1,1,1
0,4,4.2633832685897595,8.030409562130485,1,3,3,4,0,2,2,4,2,7,4,2004,2004,3,1,12,13,1,18.0,2,4,2,0,0,1375,1375,1,0,1,4,7.254884810077338,0,7.254884810077338,0,2,0,2,0.6931471805599453,2,6,6,1,2,398,2,144,20,0,7,0,8,4,1,1,1,0,0
4,3,4.454347296253507,9.271341393533582,1,3,3,4,12,2,2,0,2,7,4,1970,1970,0,5,9,10,2,0.0,3,2,1,778,0,499,1277,1,4,1,4,7.15305163493748,0,7.15305163493748,1,1,0,2,0.6931471805599453,3,5,6,1,2,526,2,0,0,0,6,1,8,4,1,1,1,1,1
10,3,4.382026634673881,9.15704507491796,1,3,3,4,12,0,2,0,5,5,6,1942,1995,1,1,8,8,3,224.0,3,4,1,386,0,342,728,1,0,1,4,6.790097235513905,756,7.405495663199472,0,1,1,3,0.6931471805599453,2,7,6,2,1,312,2,168,0,0,8,1,8,4,1,1,0,0,1
4,3,4.59511985013459,9.343909263897597,1,0,3,4,16,2,2,0,2,8,4,2006,2006,1,1,12,13,3,248.0,2,4,2,0,0,1626,1626,1,0,1,4,7.399398083331354,0,7.399398083331354,0,2,0,3,0.6931471805599453,2,7,6,1,3,866,2,0,44,0,7,1,8,4,1,1,1,1,0
9,3,4.343805421853684,9.1369090938903,1,0,3,0,20,7,2,0,5,6,4,1993,1993,1,1,6,6,1,120.0,2,4,2,426,0,406,832,1,0,1,4,6.725033642166843,878,7.444833273892193,0,2,1,3,0.6931471805599453,2,7,6,0,2,506,2,144,70,0,8,2,8,4,1,1,0,0,0
0,3,4.2633832685897595,8.82776136765472,1,0,3,0,22,2,2,4,2,8,4,1985,1985,1,1,6,6,2,0.0,2,4,2,368,1120,0,1488,1,4,1,4,7.315218389752975,0,7.315218389752975,1,1,1,1,0.6931471805599453,2,4,6,0,2,528,2,0,54,0,8,4,8,4,1,1,1,1,0
